ID (do not edit),Content type,Element type,Source language (PL),Target language (EN)
"{""contentId"":""447a6fd1-abff-4d57-82ea-ca3972a01987"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_8"">Nasza przygoda z&nbsp;Tajlandią&nbsp;rozpoczęła się z fascynacji niezwykłą kulturą, bogatą historią i głęboko zakorzenionymi tradycjami tego kraju. Szczeg&oacute;lne miejsce w naszym sercu zajęła tajska sztuka tworzenia naturalnych kosmetyk&oacute;w &ndash; oparta na wiekowych recepturach i przekazywana z pokolenia na pokolenie.&nbsp;Tajska&nbsp;kosmetyka to prawdziwe dziedzictwo natury. Wykorzystuje wyłącznie starannie wyselekcjonowane składniki, takie jak egzotyczne zioła, roślinne ekstrakty, oleje i esencje kwiatowe, kt&oacute;re pielęgnują sk&oacute;rę i włosy w spos&oacute;b delikatny, skuteczny i bezpieczny. Dzięki bogactwu naturalnych surowc&oacute;w oraz harmonijnemu podejściu do pielęgnacji, tajskie kosmetyki zdobyły uznanie na całym świecie. Regularnie podr&oacute;żujemy do&nbsp;Tajlandii, by na miejscu odkrywać nowe produkty, poznawać lokalnych wytw&oacute;rc&oacute;w i osobiście wybierać kosmetyki, kt&oacute;re trafiają do naszej oferty. Każdy produkt, kt&oacute;ry Państwu oferujemy, jest efektem naszej pasji, staranności i szacunku do tradycji. W naszym sklepie znajdą Państwo kosmetyki, kt&oacute;re nie tylko poprawiają wygląd i kondycję sk&oacute;ry, ale r&oacute;wnież wprowadzają w świat orientalnych aromat&oacute;w i przyjemności płynącej z naturalnej pielęgnacji.&nbsp;</p>

<p class=""font_8"">Tajska&nbsp;kosmetyka to filozofia troski o ciało i ducha &ndash; zapraszamy, aby razem z nami odkrywać jej niezwykłe bogactwo!</p>","<p class=""font_8"">Our adventure with Thailand began with a fascination for the country's extraordinary culture, rich history, and deeply rooted traditions. A special place in our hearts was taken by the Thai art of creating natural cosmetics—based on age-old recipes and passed down from generation to generation. Thai cosmetics are a true heritage of nature. They use only carefully selected ingredients, such as exotic herbs, plant extracts, oils, and floral essences, which care for the skin and hair in a gentle, effective, and safe way. Thanks to the abundance of natural resources and a harmonious approach to care, Thai cosmetics have gained recognition worldwide. We regularly travel to Thailand to discover new products, meet local producers, and personally select the cosmetics that make it into our offerings. Every product we offer you is the result of our passion, diligence, and respect for tradition. In our store, you will find cosmetics that not only improve the appearance and condition of the skin but also introduce you to a world of oriental aromas and the pleasure of natural care.</p>
<p class=""font_8"">Thai cosmetics are a philosophy of caring for the body and spirit – we invite you to discover its extraordinary richness with us!</p>"
"{""contentId"":""93f65767-e45c-451b-b541-bde756010eb2"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Tajski Biały Balsam Klasyczny Siang Pure, Maść Łagodząca, 12g",
"{""contentId"":""93f65767-e45c-451b-b541-bde756010eb2"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-12"">

<h2>Tajski Biały Balsam Siang Pure – Maść Łagodząca 12g</h2><p>Tajski biały balsam Siang Pure to tradycyjna maść o właściwościach łagodzących, idealna do stosowania na bóle mięśniowe, stawowe oraz w celu redukcji napięcia i stresu. Dzięki unikalnej formule działa odświeżająco i rozluźniająco.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Balsam Siang Pure skutecznie odpręża i pomaga w redukcji bólu mięśniowego oraz napięcia.</p><p><b>Zalety balsamu Siang Pure:</b></p><ul><li>Naturalne składniki ziołowe</li><li>Łagodzi bóle mięśniowe i stawowe</li><li>Pomaga w redukcji napięcia</li><li>Działa odświeżająco i relaksująco</li><li>Kompaktowy i łatwy w użyciu</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Kluczowe składniki i ich działanie:</b></p><ul><li><b>Mentol</b> – zapewnia efekt chłodzenia i odświeża skórę.</li><li><b>Olejek eukaliptusowy</b> – ułatwia oddychanie i działa kojąco.</li><li><b>Kamfora</b> – wspiera drożność dróg oddechowych i łagodzi napięcie mięśniowe.</li><li><b>Olejek goździkowy</b> – działa antybakteryjnie i wzmacnia efekt masażu.</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób użycia: </b>wcierać i masować bolące obszary ciała 1-2 razy dziennie aż do zniknięcia zmian skórnych lub bólu. Nadaje się do ciągłego użytkowania.</p><p><b>Skład:</b> Menthol 28.0%, Methyl salicylate 18.0%, Camphor 16.0% i inne.</p><p><b>Środki ostrożności:</b> nadwrażliwość, nietolerancja na składniki produktu. Nie powinien być nakładany na uszkodzoną skórę i rany. Unikać kontaktu z oczami i błonami śluzowymi. Tylko do użytku zewnętrznego. Nie stosować u dzieci poniżej 3. roku życia.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Warunki przechowywania:</b></p><p>Przechowywać w temperaturze pokojowej, w suchym miejscu, z dala od bezpośredniego światła słonecznego.</p><p><b>Waga:</b> 12g</p><p><b>Kraj pochodzenia:</b> Tajlandia</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">
</div>
","
<div class=""item item-12"">
<h2>Tajski Biały Balsam Siang Pure – Maść Łagodząca 12g</h2><p>Siang Pure Thai White Balm is a traditional ointment with soothing properties, ideal for use on muscle and joint pain, as well as for reducing tension and stress. Its unique formula provides a refreshing and relaxing effect.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Siang Pure balm effectively relaxes and helps reduce muscle pain and tension.</p><p>Advantages of Siang Pure balm:</p><ul>Natural herbal ingredientsRelieves muscle and joint painHelps reduce tensionActs refreshingly and relaxingCompact and easy to use</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Key ingredients and their effects:</p><ul>Menthol – provides a cooling effect and refreshes the skin. Eucalyptus oil – facilitates breathing and has a soothing effect. Camphor – supports respiratory tract openness and relieves muscle tension. Clove oil – has antibacterial properties and enhances the massage effect.</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Directions for use: rub and massage the painful areas of the body 1-2 times a day until the skin changes or pain disappear. Suitable for continuous use.</p><p>Composition: Menthol 28.0%, Methyl salicylate 18.0%, Camphor 16.0%, and others.</p><p>Precautions: hypersensitivity, intolerance to product ingredients. Should not be applied to damaged skin and wounds. Avoid contact with eyes and mucous membranes. For external use only. Do not use on children under 3 years of age.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Storage conditions:</p><p>Store at room temperature, in a dry place, away from direct sunlight.</p><p>Weight: 12g</p><p>Country of origin: Thailand</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
</div>
"
"{""contentId"":""61aacb0c-725d-4bee-8ade-4e76c53fc333"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,offline_payment_method,,
"{""contentId"":""8105b4b5-487e-4b68-b16c-d4b1f46ade62"",""fieldId"":""menu"",""sequencePath"":[]}",TEXT,document.api.MenuService.Menu,<?xml version='1.1' encoding='UTF-8'?><menu><items><items><label>Home</label><items/></items></items></menu>,
"{""contentId"":""50ae0bdc-365e-4138-8568-10ad49cd38ae"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Tajski Naturalny Balsam Rasyan z Ekstraktem Czarnej Żmii, 50g",
"{""contentId"":""50ae0bdc-365e-4138-8568-10ad49cd38ae"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-12"">

<h2>Rasyan Black Snake Massage Balm z Ekstraktem Czarnej Żmii – 50g</h2><p>Tajski balsam Rasyan z ekstraktem czarnej żmii to unikalna maść przeznaczona do masażu regeneracyjnego i łagodzenia bólu mięśni oraz stawów. Naturalne składniki wspomagają relaksację i poprawiają krążenie, przynosząc szybką ulgę napiętym mięśniom.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Balsam Rasyan z ekstraktem czarnej żmii posiada silne właściwości przeciwbólowe i rozgrzewające.</p><p><b>Zalety balsamu Rasyan:</b></p><ul><li>Łagodzi bóle mięśniowe i stawowe</li><li>Wspomaga regenerację i poprawia krążenie</li><li>Naturalne ekstrakty roślinne</li><li>Odpowiedni do masażu terapeutycznego</li><li>Silne działanie rozgrzewające</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Kluczowe składniki i ich działanie:</b></p><ul><li><b>Ekstrakt z czarnej żmii</b> – wspomaga regenerację mięśni i działa rozluźniająco.</li><li><b>Mentol</b> – zapewnia efekt chłodzenia i łagodzi ból.</li><li><b>Olejek eukaliptusowy</b> – poprawia krążenie i działa przeciwzapalnie.</li><li><b>Kamfora</b> – działa przeciwbólowo i regeneracyjnie.</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób użycia:</b></p><p>Niewielką ilość balsamu nanieść na skórę i delikatnie wmasować. Stosować 2-3 razy dziennie.</p><p><b>Skład:</b> Ekstrakt z czarnej żmii, mentol, olejek eukaliptusowy, kamfora, inne naturalne składniki.</p><p><b>Środki ostrożności:</b> Unikać kontaktu z oczami i błonami śluzowymi. Nie stosować u dzieci poniżej 3. roku życia.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Warunki przechowywania:</b></p><p>Przechowywać w temperaturze pokojowej, w suchym miejscu, z dala od bezpośredniego światła słonecznego.</p><p><b>Waga:</b> 50g</p><p><b>Kraj pochodzenia:</b> Tajlandia</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">
</div>
","
<div class=""item item-12"">
<h2>Rasyan Black Snake Massage Balm z Ekstraktem Czarnej Żmii – 50g</h2><p>Rasyan Thai balm with black snake extract is a unique ointment designed for regenerative massage and relief of muscle and joint pain. The natural ingredients aid relaxation and improve circulation, providing quick relief to tense muscles.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Rasyan balm with black snake extract has strong analgesic and warming properties.</p><p>Advantages of Rasyan balm:</p><ul>Relieves muscle and joint painSupports regeneration and improves circulationNatural plant extractsSuitable for therapeutic massageStrong warming effect</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Key ingredients and their effects:</p><ul>Black viper extract – supports muscle regeneration and has a relaxing effect. Menthol – provides a cooling effect and relieves pain. Eucalyptus oil – improves circulation and has anti-inflammatory properties. Camphor – has analgesic and regenerative effects.</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Usage:</p><p>Apply a small amount of balm to the skin and gently massage it in. Use 2-3 times a day.</p><p>Composition: Black snake extract, menthol, eucalyptus oil, camphor, other natural ingredients.</p><p>Precautions: Avoid contact with eyes and mucous membranes. Do not use on children under 3 years of age.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Storage conditions:</p><p>Store at room temperature, in a dry place, away from direct sunlight.</p><p>Weight: 50g</p><p>Country of origin: Thailand</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
</div>
"
"{""contentId"":""4c1ccd87-8e61-492d-9329-331fffb9143f"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Tajski Naturalny Punktowy Krem ISME Anti-Acne z Aloesem i Wit. B6, 10ml",
"{""contentId"":""4c1ccd87-8e61-492d-9329-331fffb9143f"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-12"">

<h2>ORYGINALNY ISME Acne Spots Cream z olejkiem z drzewa herbacianego, aloesem i witaminą B6 – Krem punktowy na trądzik 10g</h2>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Błyskawicznie działający krem na trądzik Isme Acne Spots Cream posiada silne działanie antyseptyczne, zapobiegające powstawaniu nowych stanów zapalnych. Dodatkowo intensywnie nawilża i odżywia skórę, pomagając przywrócić jej zdrowy wygląd. Chcesz mieć czystą skórę bez niedoskonałości? Ten krem to idealne rozwiązanie! Gładka i czysta skóra to klucz do Twojej atrakcyjności.</p>
<p><b>Główne składniki aktywne:</b></p>
<ul>
<li>Olejek z drzewa herbacianego – wykazuje silne działanie antybakteryjne i przeciwzapalne. Łagodzi podrażnienia i zaczerwienienia, eliminuje swędzenie i obrzęki, wspomaga gojenie się ran i zwalcza ropne wypryski.</li>
<li>Ekstrakt z liści aloesu (Aloe Vera) – oczyszcza pory i jednocześnie koi skórę. Reguluje metabolizm komórkowy i doskonale tonizuje tkanki.</li>
<li>Witamina B6 – wspomaga wchłanianie nienasyconych kwasów tłuszczowych przez komórki, wspiera regenerację skóry i działa przeciwstarzeniowo.</li>
</ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób użycia:</b></p><p>Nanieś niewielką ilość kremu (1–2 krople) bezpośrednio na zmiany trądzikowe rano i wieczorem. Nie zmywać.</p><p><b>Skład (Ingredients):</b></p><p>Aqua (Water), Cetearyl Alcohol, Butylene Glycol, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Glycerin, Cyclopentasiloxane, Dimethicone, Cetearyl Stearate, PEG-100 Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Methylparaben, Propylparaben, Parfum (Fragrance), BHT, Aloe Barbadensis Leaf Extract, Betaine, Tocopheryl Acetate, Pyridoxine HCl (Vitamin B6), Chamomilla Recutita Extract, Glycyrrhiza Glabra Root Extract, Allantoin, Potassium Sorbate, Sodium Benzoate, Disodium EDTA, Beeswax, Butyrospermum Parkii (Shea Butter), Carthamus Tinctorius Seed Oil, Lecithin, Keratin, Maltodextrin, Palmitoyl Tripeptide-5, Zinc Sulfate, Silica.</p><p><b>Pojemność: </b>10 g</p><p><b>Wyprodukowano</b> w <b>Tajlandii</b> - <b>ORYGINALNY</b></p>

</div>
","
<div class=""item item-12"">
<h2>ORYGINALNY ISME Acne Spots Cream z olejkiem z drzewa herbacianego, aloesem i witaminą B6 – Krem punktowy na trądzik 10g</h2>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>The fast-acting Isme Acne Spots Cream has strong antiseptic properties that prevent the formation of new inflammations. Additionally, it intensely moisturizes and nourishes the skin, helping to restore its healthy appearance. Want clear skin without imperfections? This cream is the perfect solution! Smooth and clear skin is the key to your attractiveness.</p>
<p>Main active ingredients:</p>
<ul>Tea tree oil – exhibits strong antibacterial and anti-inflammatory properties. It soothes irritations and redness, eliminates itching and swelling, aids in wound healing, and combats purulent pimples. Aloe vera leaf extract – cleanses pores while soothing the skin. It regulates cellular metabolism and excellently tones tissues. Vitamin B6 – aids in the absorption of unsaturated fatty acids by cells, supports skin regeneration, and has anti-aging effects.</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Usage:</p><p>Apply a small amount of cream (1–2 drops) directly to acne spots in the morning and evening. Do not rinse off.</p><p>Ingredients:</p><p>Aqua (Water), Cetearyl Alcohol, Butylene Glycol, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Glycerin, Cyclopentasiloxane, Dimethicone, Cetearyl Stearate, PEG-100 Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Methylparaben, Propylparaben, Parfum (Fragrance), BHT, Aloe Barbadensis Leaf Extract, Betaine, Tocopheryl Acetate, Pyridoxine HCl (Vitamin B6), Chamomilla Recutita Extract, Glycyrrhiza Glabra Root Extract, Allantoin, Potassium Sorbate, Sodium Benzoate, Disodium EDTA, Beeswax, Butyrospermum Parkii (Shea Butter), Carthamus Tinctorius Seed Oil, Lecithin, Keratin, Maltodextrin, Palmitoyl Tripeptide-5, Zinc Sulfate, Silica.</p><p>Capacity: 10 g</p><p>Made in Thailand - ORIGINAL</p>
</div>
"
"{""contentId"":""187f0900-ac1c-4bd5-86e7-c72ff6a55a91"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Tajska Maska Przeciwstarzeniowa z Kolagenem do Twarzy Madame Heng, 65 g",
"{""contentId"":""187f0900-ac1c-4bd5-86e7-c72ff6a55a91"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Madame Heng Anti-Aging Powder Mask with Collagen and Lactic Acid - Maseczka w Proszku z Kolagenem i Kwasem Mlekowym</b></p><p>Madame Heng Anti-Aging Powder Mask with Collagen and Lactic Acid – naturalny produkt do pielęgnacji skóry dojrzałej. Maska pomaga poprawić elastyczność i jędrność skóry, zapewniając wyraźny efekt odmładzający.</p><p><b>Korzyści:</b></p><ul><li>Nawilżenie i odżywienie: Głęboko nawilża i odżywia skórę, sprawiając, że staje się miękka i promienna.</li><li>Efekt odmładzający: Kolagen morski zwiększa jędrność skóry i pomaga zmniejszyć widoczność drobnych zmarszczek i linii mimicznych.</li><li>Delikatne złuszczanie i regeneracja: Kwas mlekowy delikatnie usuwa martwe komórki skóry i przywraca naturalną równowagę pH.</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Skład:</b></p>
<p>Mikronizowany proszek z wodorostów morskich, kolagen z łusek ryb głębinowych, proszek białka mleka, substancja zapachowa.</p>
<p><b>Sposób użycia:</b></p>
<p>Wymieszaj 1 łyżeczkę proszku z 2 łyżeczkami płynu, w zależności od rodzaju skóry:</p>
<ul>
<li>Dla skóry suchej: Wymieszaj z mlekiem i miodem.</li>
<li>Dla skóry tłustej: Wymieszaj z sokiem z cytryny, można dodać odrobinę miodu według uznania.</li>
<li>Dla skóry normalnej: Wymieszaj z mlekiem lub naturalnym jogurtem.</li>
</ul>
<p>Nałóż maskę na oczyszczoną skórę twarzy, szyi i dekoltu, omijając okolice oczu.</p>
<p>Pozostaw na 10-15 minut, aż całkowicie wyschnie.</p>
<p>Zmyj ciepłą wodą.</p>
<p>Zaleca się stosowanie maski 1-2 razy w tygodniu.</p>
<p>Maskę można również dodawać do kąpieli lub stosować do okładów, rozpuszczając jedną ampułkę w ciepłej wodzie i kąpiąc się przez 15-20 minut.</p>
<p><b></b></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Dodatkowe informacje:</b></p>
<ul>
<li>Kraj produkcji: Tajlandia</li>
<li>Opakowanie: Słoiczek</li>
<li>Waga: 65 g</li>
<li>Ilość: 1 słoiczek</li>
</ul>
<p><b>Środki ostrożności:</b></p>
<p>Przed użyciem wykonaj test na małym obszarze skóry, aby sprawdzić reakcję alergiczną.</p>
<p>Tylko do użytku zewnętrznego.</p>
<p><b></b></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Opinie klientów:</b></p><p>„Naprawdę zastępuje wizyty u kosmetologa, skóra po niej jest odżywiona, promienna, jędrna i miękka (mam 35 lat). „Wypycha” drobne zmarszczki i wygładza skórę, wyrównując jej koloryt. Skład jest ABSOLUTNIE naturalny: kolagen morski i kwas mlekowy (i nic więcej!!). Pięknie pachnie. Samo opakowanie jest bardzo wysokiej jakości, wygląda elegancko i ekskluzywnie – doskonały pomysł na prezent. Jedno opakowanie wystarcza mi na około 20 aplikacji, więc cena za taką ilość naprawdę cieszy. Poza tym wiem, że ta marka jest bardzo renomowana.”</p><p>„Używam tej maski od około 3 lat. Wcześniej zawsze przywoziłam ją z Tajlandii, a teraz mogę ją kupić tutaj!! Stosuję ją 2-3 razy w tygodniu, czasami po prostu mieszam w dłoni i nakładam na twarz i szyję. (Swoją drogą, wodę do suchej maski lepiej dodawać po kropli bezpośrednio z palców – jeśli wlejesz za dużo, konsystencja stanie się zbyt rzadka). Ogólnie rzecz biorąc, szczerze polecam każdemu.”</p>

</div>
","
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Madame Heng Anti-Aging Powder Mask with Collagen and Lactic Acid - Powder Mask with Collagen and Lactic Acid</p><p>Madame Heng Anti-Aging Powder Mask with Collagen and Lactic Acid – a natural skincare product for mature skin. The mask helps improve skin elasticity and firmness, providing a noticeable rejuvenating effect.</p><p>Benefits:</p><ul>Moisturization and nourishment: Deeply moisturizes and nourishes the skin, making it soft and radiant. Rejuvenating effect: Marine collagen increases skin firmness and helps reduce the appearance of fine lines and wrinkles. Gentle exfoliation and regeneration: Lactic acid gently removes dead skin cells and restores the natural pH balance.</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Composition:</p>
<p>Micronized seaweed powder, collagen from deep-sea fish scales, milk protein powder, fragrance.</p>
<p>Usage:</p>
<p>Mix 1 teaspoon of powder with 2 teaspoons of liquid, depending on the skin type:</p>
<ul>For dry skin: Mix with milk and honey. For oily skin: Mix with lemon juice, you can add a bit of honey if desired. For normal skin: Mix with milk or natural yogurt.</ul>
<p>Apply the mask to cleansed skin of the face, neck, and décolleté, avoiding the eye area.</p>
<p>Leave for 10-15 minutes until it is completely dry.</p>
<p>Rinse with warm water.</p>
<p>It is recommended to use the mask 1-2 times a week.</p>
<p>The mask can also be added to a bath or used for compresses by dissolving one ampoule in warm water and bathing for 15-20 minutes.</p>
<p>Конечно, пожалуйста, предоставьте текст, который вы хотите перевести.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Additional information:</p>
<ul>Country of production: ThailandPackaging: JarWeight: 65 gQuantity: 1 jar</ul>
<p>Precautions:</p>
<p>Before use, perform a test on a small area of skin to check for an allergic reaction.</p>
<p>For external use only.</p>
<p>Конечно, пожалуйста, предоставьте текст, который вы хотите перевести.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Customer reviews:</p><p>""Really replaces visits to the beautician, the skin after using it is nourished, radiant, firm, and soft (I am 35 years old). It 'fills in' fine lines and smooths the skin, evening out its tone. The composition is ABSOLUTELY natural: marine collagen and lactic acid (and nothing else!!). It smells beautiful. The packaging itself is of very high quality, looks elegant and exclusive – a perfect gift idea. One package lasts me about 20 applications, so the price for such an amount is really pleasing. Besides, I know that this brand is very reputable.""</p><p>""I have been using this mask for about 3 years. I used to always bring it from Thailand, and now I can buy it here!! I apply it 2-3 times a week, sometimes I just mix it in my hand and apply it to my face and neck. (By the way, it's better to add water to the dry mask drop by drop directly from your fingers – if you pour too much, the consistency will become too thin). Overall, I sincerely recommend it to everyone.""</p>
</div>
"
